"BORROWER_ID","CONTRACT_NO","DUE_DATE","RENTAL_NO","DUE_AMOUNT","DUE_STATUS"
"STK2079856","PLMBA014455",04-02-17,1,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-03-17,2,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-04-17,3,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-05-17,4,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-06-17,5,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-07-17,6,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-08-17,7,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-09-17,8,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-10-17,9,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-11-17,10,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-12-17,11,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-01-18,12,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-02-18,13,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-03-18,14,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-04-18,15,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-05-18,16,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-06-18,17,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-07-18,18,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-08-18,19,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-09-18,20,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-10-18,21,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-11-18,22,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-12-18,23,8250,"COMPLETED"
"STK2079856","PLMBA014455",04-01-19,24,8250,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-02-17,1,15341.83,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-03-17,2,15341.83,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-04-17,3,15341.83,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-05-17,4,15341.83,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-06-17,5,15341.83,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-07-17,6,15341.83,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-08-17,7,15341.83,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-09-17,8,15341.83,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-10-17,9,15341.83,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-11-17,10,15341.83,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-12-17,11,15341.83,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-01-18,12,15341.83,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-02-18,13,15341.83,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-03-18,14,15341.83,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-04-18,15,15341.83,"COMPLETED"
"STK2221859","KRMBA005035RST1",24-05-18,16,15341.83,"PENDING"
"STK2221859","KRMBA005035RST1",24-06-18,17,15341.83,"PENDING"
"STK2221859","KRMBA005035RST1",24-07-18,18,15341.83,"PENDING"
"STK1479012","ARMBA013483",25-02-17,1,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-03-17,2,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-04-17,3,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-05-17,4,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-06-17,5,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-07-17,6,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-08-17,7,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-09-17,8,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-10-17,9,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-11-17,10,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-12-17,11,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-01-18,12,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-02-18,13,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-03-18,14,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-04-18,15,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-05-18,16,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-06-18,17,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-07-18,18,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-08-18,19,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-09-18,20,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-10-18,21,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-11-18,22,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-12-18,23,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-01-19,24,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-02-19,25,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-03-19,26,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-05-19,27,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-06-19,28,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-07-19,29,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-08-19,30,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-09-19,31,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-10-19,32,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-11-19,33,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-12-19,34,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-01-20,35,12925,"COMPLETED"
"STK1479012","ARMBA013483",25-02-20,36,12925,"COMPLETED"
"STK2299177","ANMBA008869",20-02-17,1,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-03-17,2,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-04-17,3,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-08-17,7,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-05-17,4,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-06-17,5,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-07-17,6,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-09-17,8,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-10-17,9,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-11-17,10,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-12-17,11,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-01-18,12,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-02-18,13,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-03-18,14,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-04-18,15,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-05-18,16,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-06-18,17,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-07-18,18,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-08-18,19,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-09-18,20,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-10-18,21,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-11-18,22,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-12-18,23,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-01-19,24,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-02-19,25,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-03-19,26,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-04-19,27,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-05-19,28,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-06-19,29,7963,"COMPLETED"
"STK2299177","ANMBA008869",20-07-19,30,7963,"PENDING"
"STK1523778","ARMBA012280",25-12-17,12,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-01-17,1,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-02-17,2,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-03-17,3,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-04-17,4,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-05-17,5,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-06-17,6,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-07-17,7,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-08-17,8,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-09-17,9,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-10-17,10,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-11-17,11,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-01-18,13,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-02-18,14,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-03-18,15,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-04-18,16,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-05-18,17,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-06-18,18,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-07-18,19,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-08-18,20,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-09-18,21,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-10-18,22,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-11-18,23,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-12-18,24,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-05-19,28,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-01-19,25,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-02-19,26,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-03-19,27,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-06-19,29,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-07-19,30,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-08-19,31,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-09-19,32,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-10-19,33,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-11-19,34,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-12-19,35,11204,"COMPLETED"
"STK1523778","ARMBA012280",25-01-20,36,11204,"COMPLETED"
"STK2347796","KUMBA020696",03-05-17,4,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-02-17,1,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-03-17,2,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-04-17,3,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-06-17,5,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-07-17,6,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-08-17,7,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-09-17,8,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-10-17,9,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-11-17,10,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-12-17,11,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-01-18,12,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-02-18,13,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-03-18,14,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-04-18,15,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-05-18,16,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-06-18,17,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-07-18,18,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-08-18,19,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-09-18,20,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-10-18,21,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-11-18,22,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-12-18,23,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-01-19,24,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-02-19,25,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-03-19,26,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-04-19,27,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-05-19,28,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-06-19,29,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-07-19,30,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-08-19,31,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-09-19,32,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-10-19,33,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-11-19,34,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-12-19,35,6264,"COMPLETED"
"STK2347796","KUMBA020696",03-01-20,36,6264,"COMPLETED"
"STK2348431","KUMBA020517",02-05-17,4,5161,"COMPLETED"
"STK2348431","KUMBA020517",02-02-17,1,5161,"COMPLETED"
"STK2348431","KUMBA020517",02-03-17,2,5161,"COMPLETED"
"STK2348431","KUMBA020517",02-04-17,3,5161,"COMPLETED"
"STK2348431","KUMBA020517",02-06-17,5,5161,"COMPLETED"
"STK2348431","KUMBA020517",02-07-17,6,5161,"PENDING"
"STK2348431","KUMBA020517",02-08-17,7,5161,"PENDING"
"STK2348431","KUMBA020517",02-09-17,8,5161,"PENDING"
"STK2348431","KUMBA020517",02-10-17,9,5161,"PENDING"
"STK2348431","KUMBA020517",02-11-17,10,5161,"PENDING"
"STK2348431","KUMBA020517",02-12-17,11,5161,"PENDING"
"STK2348431","KUMBA020517",02-01-18,12,5161,"PENDING"
"STK2343411","WYMBA004236",04-05-17,4,7302,"PENDING"
"STK2343411","WYMBA004236",04-02-17,1,7302,"COMPLETED"
"STK2343411","WYMBA004236",04-03-17,2,7302,"COMPLETED"
"STK2343411","WYMBA004236",04-04-17,3,7302,"COMPLETED"
"STK2343411","WYMBA004236",04-06-17,5,7302,"PENDING"
"STK2343411","WYMBA004236",04-07-17,6,7302,"PENDING"
"STK2343411","WYMBA004236",04-08-17,7,7302,"PENDING"
"STK2343411","WYMBA004236",04-09-17,8,7302,"PENDING"
"STK2343411","WYMBA004236",04-10-17,9,7302,"PENDING"
"STK2343411","WYMBA004236",04-11-17,10,7302,"PENDING"
"STK2343411","WYMBA004236",04-12-17,11,7302,"PENDING"
"STK2343411","WYMBA004236",04-01-18,12,7302,"PENDING"
"STK2343411","WYMBA004236",04-02-18,13,7302,"PENDING"
"STK2343411","WYMBA004236",04-03-18,14,7302,"PENDING"
"STK2343411","WYMBA004236",04-04-18,15,7302,"PENDING"
"STK2343411","WYMBA004236",04-05-18,16,7302,"PENDING"
"STK2343411","WYMBA004236",04-06-18,17,7302,"PENDING"
"STK2343411","WYMBA004236",04-07-18,18,7302,"PENDING"
"STK2343411","WYMBA004236",04-11-18,22,7302,"PENDING"
"STK2343411","WYMBA004236",04-08-18,19,7302,"PENDING"
"STK2343411","WYMBA004236",04-09-18,20,7302,"PENDING"
"STK2343411","WYMBA004236",04-10-18,21,7302,"PENDING"
"STK2343411","WYMBA004236",04-12-18,23,7302,"PENDING"
"STK2343411","WYMBA004236",04-01-19,24,7302,"PENDING"
"STK2343411","WYMBA004236",04-02-19,25,7302,"PENDING"
"STK2343411","WYMBA004236",04-03-19,26,7302,"PENDING"
"STK2343411","WYMBA004236",04-04-19,27,7302,"PENDING"
"STK2343411","WYMBA004236",04-05-19,28,7302,"PENDING"
"STK2343411","WYMBA004236",04-06-19,29,7302,"PENDING"
"STK2343411","WYMBA004236",04-07-19,30,7302,"PENDING"
"STK2343411","WYMBA004236",04-08-19,31,7302,"PENDING"
"STK2343411","WYMBA004236",04-09-19,32,7302,"PENDING"
"STK2343411","WYMBA004236",04-10-19,33,7302,"PENDING"
"STK2343411","WYMBA004236",04-11-19,34,7302,"PENDING"
"STK2343411","WYMBA004236",04-12-19,35,7302,"PENDING"
"STK2343411","WYMBA004236",04-01-20,36,7302,"PENDING"
"STK1556737","TBMBA011768",10-05-17,4,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-02-17,1,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-03-17,2,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-04-17,3,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-06-17,5,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-07-17,6,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-08-17,7,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-09-17,8,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-10-17,9,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-11-17,10,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-12-17,11,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-01-18,12,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-02-18,13,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-03-18,14,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-04-18,15,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-05-18,16,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-06-18,17,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-07-18,18,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-08-18,19,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-09-18,20,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-10-18,21,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-11-18,22,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-12-18,23,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-01-19,24,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-02-19,25,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-03-19,26,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-05-19,27,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-06-19,28,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-07-19,29,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-08-19,30,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-09-19,31,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-10-19,32,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-11-19,33,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-12-19,34,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-01-20,35,6147,"COMPLETED"
"STK1556737","TBMBA011768",10-02-20,36,6147,"COMPLETED"
"STK2360279","TBMBA011120",25-04-17,4,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-01-17,1,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-02-17,2,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-03-17,3,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-05-17,5,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-06-17,6,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-07-17,7,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-08-17,8,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-09-17,9,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-10-17,10,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-11-17,11,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-12-17,12,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-01-18,13,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-02-18,14,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-03-18,15,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-04-18,16,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-05-18,17,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-09-18,21,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-06-18,18,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-07-18,19,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-08-18,20,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-10-18,22,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-11-18,23,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-12-18,24,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-01-19,25,7740,"COMPLETED"
"STK2360279","TBMBA011120",25-02-19,26,7740,"PENDING"
"STK2360279","TBMBA011120",25-03-19,27,7740,"PENDING"
"STK2360279","TBMBA011120",25-04-19,28,7740,"PENDING"
"STK2360279","TBMBA011120",25-05-19,29,7740,"PENDING"
"STK2360279","TBMBA011120",25-06-19,30,7740,"PENDING"
"STK2360279","TBMBA011120",25-07-19,31,7740,"PENDING"
"STK2360279","TBMBA011120",25-08-19,32,7740,"PENDING"
"STK2360279","TBMBA011120",25-09-19,33,7740,"PENDING"
"STK2360279","TBMBA011120",25-10-19,34,7740,"PENDING"
"STK2360279","TBMBA011120",25-11-19,35,7740,"PENDING"
"STK2360279","TBMBA011120",25-12-19,36,7740,"PENDING"
"STK2356252","VWMBA008722",25-05-17,4,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-02-17,1,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-03-17,2,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-04-17,3,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-06-17,5,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-07-17,6,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-08-17,7,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-09-17,8,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-10-17,9,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-11-17,10,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-12-17,11,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-01-18,12,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-02-18,13,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-03-18,14,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-04-18,15,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-05-18,16,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-06-18,17,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-07-18,18,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-08-18,19,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-09-18,20,15516,"COMPLETED"
"STK2356252","VWMBA008722",25-10-18,21,15516,"PENDING"
"STK1135298","NAMBA007725",03-04-17,3,8411,"COMPLETED"
"STK2356252","VWMBA008722",25-11-18,22,15516,"PENDING"
"STK2356252","VWMBA008722",25-12-18,23,15516,"PENDING"
"STK2356252","VWMBA008722",25-01-19,24,15516,"PENDING"
"STK1135298","NAMBA007725",03-02-17,1,8411,"COMPLETED"
"STK1135298","NAMBA007725",03-03-17,2,8411,"COMPLETED"
"STK1135298","NAMBA007725",03-05-17,4,8411,"COMPLETED"
"STK1135298","NAMBA007725",03-06-17,5,8411,"COMPLETED"
"STK1135298","NAMBA007725",03-07-17,6,8411,"COMPLETED"
"STK1135298","NAMBA007725",03-08-17,7,8411,"COMPLETED"
"STK1135298","NAMBA007725",03-09-17,8,8411,"COMPLETED"
"STK1135298","NAMBA007725",03-10-17,9,8411,"COMPLETED"
"STK1135298","NAMBA007725",03-11-17,10,8411,"PENDING"
"STK1135298","NAMBA007725",03-12-17,11,8411,"PENDING"
"STK1093355","NAMBA007718",03-06-17,5,8483,"COMPLETED"
"STK1093355","NAMBA007718",03-02-17,1,8483,"COMPLETED"
"STK1093355","NAMBA007718",03-03-17,2,8483,"COMPLETED"
"STK1093355","NAMBA007718",03-04-17,3,8483,"COMPLETED"
"STK1093355","NAMBA007718",03-05-17,4,8483,"COMPLETED"
"STK1093355","NAMBA007718",03-07-17,6,8483,"COMPLETED"
"STK1093355","NAMBA007718",03-08-17,7,8483,"COMPLETED"
"STK1093355","NAMBA007718",03-09-17,8,8483,"COMPLETED"
"STK1093355","NAMBA007718",03-10-17,9,8483,"COMPLETED"
"STK1093355","NAMBA007718",03-11-17,10,8483,"PENDING"
"STK1093355","NAMBA007718",03-12-17,11,8483,"PENDING"
"STK1093355","NAMBA007718",03-01-18,12,8483,"PENDING"
"STK1135298","NAMBA007725",03-01-18,12,8411,"PENDING"
"STK1425155","EMMBA015490",05-05-17,4,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-02-17,1,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-03-17,2,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-04-17,3,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-06-17,5,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-07-17,6,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-08-17,7,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-09-17,8,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-10-17,9,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-11-17,10,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-12-17,11,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-01-18,12,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-02-18,13,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-03-18,14,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-04-18,15,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-05-18,16,5846,"COMPLETED"
"STK1425155","EMMBA015490",05-06-18,17,5846,"PENDING"
"STK1425155","EMMBA015490",05-07-18,18,5846,"PENDING"
"STK1425155","EMMBA015490",05-11-18,22,5846,"PENDING"
"STK1425155","EMMBA015490",05-08-18,19,5846,"PENDING"
"STK1425155","EMMBA015490",05-09-18,20,5846,"PENDING"
"STK1425155","EMMBA015490",05-10-18,21,5846,"PENDING"
"STK1425155","EMMBA015490",05-12-18,23,5846,"PENDING"
"STK1425155","EMMBA015490",05-01-19,24,5846,"PENDING"
"STK2360667","EMMBA015375",03-05-17,4,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-02-17,1,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-03-17,2,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-04-17,3,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-06-17,5,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-07-17,6,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-08-17,7,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-09-17,8,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-10-17,9,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-11-17,10,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-12-17,11,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-01-18,12,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-02-18,13,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-03-18,14,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-04-18,15,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-05-18,16,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-06-18,17,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-07-18,18,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-08-18,19,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-09-18,20,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-10-18,21,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-11-18,22,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-12-18,23,5846,"COMPLETED"
"STK2360667","EMMBA015375",03-01-19,24,5846,"COMPLETED"
"STK2355053","MDMBA005974",25-05-17,4,8810,"COMPLETED"
"STK2355053","MDMBA005974",25-01-20,35,8810,"COMPLETED"
"STK2355053","MDMBA005974",25-02-20,36,8810,"COMPLETED"
